"player_id","firstName","lastName","nationality","birthCity","primaryPosition","birthDate","link"
"8476391","TJ","Tynan","USA","Orland Park","C",1992-02-25,"/api/v1/people/8476391"
"8475829","John","Ramage","CAN","Mississauga","D",1991-02-07,"/api/v1/people/8475829"
"8479032","Justin","Scott","CAN","Burlington","C",1995-08-13,"/api/v1/people/8479032"
"8476852","Griffin","Reinhart","CAN","North Vancouver","D",1994-01-24,"/api/v1/people/8476852"
"8471251","Justin","Peters","CAN","Blyth","G",1986-08-30,"/api/v1/people/8471251"
"8476147","Kael","Mouillierat","CAN","Edmonton","LW",1987-12-09,"/api/v1/people/8476147"
"8476429","Scott","Mayfield","USA","St. Louis","D",1992-10-14,"/api/v1/people/8476429"
"8478493","Joel","Eriksson Ek","SWE","Karlstad","C",1997-01-29,"/api/v1/people/8478493"
"8479443","Sam","Anas","USA","Potomac","C",1993-06-01,"/api/v1/people/8479443"
"8476372","Nick","Seeler","USA","Eden Prairie","D",1993-06-03,"/api/v1/people/8476372"
"8476219","Patrick","Cannone","USA","Bayport","C",1986-08-09,"/api/v1/people/8476219"
"8477949","Alex","Tuch","USA","Syracuse","RW",1996-05-10,"/api/v1/people/8477949"
"8477006","Christoph","Bertschy","CHE","Fribourg","C",1994-04-05,"/api/v1/people/8477006"
"8478501","Gustav","Bouramman","SWE","Stockholm","D",1997-01-24,"/api/v1/people/8478501"
"8476330","Adam","Wilcox","USA","South St. Paul","G",1992-11-26,"/api/v1/people/8476330"
"8478010","Brayden","Point","CAN","Calgary","C",1996-03-13,"/api/v1/people/8478010"
"8477454","Adam","Erne","USA","New Haven","LW",1995-04-20,"/api/v1/people/8477454"
"8476285","Matthew","Peca","CAN","Petawawa","C",1993-04-27,"/api/v1/people/8476285"
"8478866","Dominik","Simon","CZE","Prague","C",1994-08-08,"/api/v1/people/8478866"
"8477520","Jean-Sebastien","Dea","CAN","Laval","C",1994-02-08,"/api/v1/people/8477520"
"8478466","Daniel","Sprong","NLD","Amsterdam","RW",1997-03-17,"/api/v1/people/8478466"
"8476963","Sean","Maguire","CAN","Edmonton","G",1993-02-02,"/api/v1/people/8476963"
"8471331","Kevin","Porter","USA","Detroit","C",1986-03-12,"/api/v1/people/8471331"
"8471715","Ondrej","Pavelec","CZE","Kladno","G",1987-08-31,"/api/v1/people/8471715"
"8470828","Toby","Enstrom","SWE","Nordingra","D",1984-11-05,"/api/v1/people/8470828"
"8473412","Bryan","Little","CAN","Edmonton","C",1987-11-12,"/api/v1/people/8473412"
"8474074","Paul","Postma","CAN","Red Deer","D",1989-02-22,"/api/v1/people/8474074"
"8470834","Dustin","Byfuglien","USA","Roseau","D",1985-03-27,"/api/v1/people/8470834"
"8477429","Andrew","Copp","USA","Ann Arbor","C",1994-07-08,"/api/v1/people/8477429"
"8476460","Mark","Scheifele","CAN","Kitchener","C",1993-03-15,"/api/v1/people/8476460"
"8469531","Jay","Harrison","CAN","Oshawa","D",1982-11-03,"/api/v1/people/8469531"
"8471218","Blake","Wheeler","USA","Plymouth","RW",1986-08-31,"/api/v1/people/8471218"
"8476945","Connor","Hellebuyck","USA","Commerce","G",1993-05-19,"/api/v1/people/8476945"
"8470289","Jim","Slater","USA","Lapeer","C",1982-12-09,"/api/v1/people/8470289"
"8474603","Eric","O'Dell","CAN","Ottawa","C",1990-06-21,"/api/v1/people/8474603"
"8473482","Jiri","Tlusty","CZE","Slany","LW",1988-03-16,"/api/v1/people/8473482"
"8478137","Jiri","Sekac","CZE","Kladno","LW",1992-06-10,"/api/v1/people/8478137"
"8471385","Adam","Pardy","CAN","Bonavista","D",1984-03-29,"/api/v1/people/8471385"
"8476392","Adam","Lowry","USA","St. Louis","C",1993-03-29,"/api/v1/people/8476392"
"8469501","Chris","Thorburn","CAN","Sault Ste. Marie","RW",1983-06-03,"/api/v1/people/8469501"
"8470614","Mark","Stuart","USA","Rochester","D",1984-04-27,"/api/v1/people/8470614"
"8476885","Jacob","Trouba","USA","Rochester","D",1994-02-26,"/api/v1/people/8476885"
"8475279","Ben","Chiarot","CAN","Hamilton","D",1991-05-09,"/api/v1/people/8475279"
"8474061","Anthony","Peluso","CAN","North York","RW",1989-04-18,"/api/v1/people/8474061"
"8475958","Michael","Sgarbossa","CAN","Campbellville","C",1992-07-25,"/api/v1/people/8475958"
"8477940","Nikolaj","Ehlers","DNK","Aalborg","LW",1996-02-14,"/api/v1/people/8477940"
"8477034","Jaycob","Megna","USA","Plantation","D",1992-12-10,"/api/v1/people/8477034"
"8474620","Danny","Kristo","USA","Edina","RW",1990-06-18,"/api/v1/people/8474620"
"8477221","Tommy","Hughes","CAN","London","D",1992-04-07,"/api/v1/people/8477221"
"8477413","Sven","Andrighetto","CHE","Zurich","RW",1993-03-21,"/api/v1/people/8477413"
"8477214","Conor","Allen","USA","Chicago","D",1990-01-31,"/api/v1/people/8477214"
"8470263","David","Leneveu","CAN","Fernie","G",1983-05-23,"/api/v1/people/8470263"
"8470180","Eric","Nystrom","USA","Syosset","LW",1983-02-14,"/api/v1/people/8470180"
"8477180","Aaron","Dell","CAN","Airdrie","G",1989-05-04,"/api/v1/people/8477180"
"8477509","Mirco","Mueller","CHE","Winterthur","D",1995-03-21,"/api/v1/people/8477509"
"8477958","Nikolay","Goldobin","RUS","Moscow","RW",1995-10-07,"/api/v1/people/8477958"
"8476624","Barclay","Goodrow","CAN","Toronto","RW",1993-02-26,"/api/v1/people/8476624"
"8477846","Ryan","Carpenter","USA","Oviedo","C",1991-01-18,"/api/v1/people/8477846"
"8470714","Corey","Potter","USA","Lansing","D",1984-01-05,"/api/v1/people/8470714"
"8474674","James","Wright","CAN","Saskatoon","C",1990-03-24,"/api/v1/people/8474674"
"8477936","Michael","Dal Colle","CAN","Richmond Hill","LW",1996-06-20,"/api/v1/people/8477936"
"8475845","Justin","Florek","USA","Marquette","LW",1990-05-18,"/api/v1/people/8475845"
"8476207","Brian","Gibbons","USA","Braintree","C",1988-02-26,"/api/v1/people/8476207"
"8475834","Marcus","Sorensen","SWE","Sodertalje","LW",1992-04-07,"/api/v1/people/8475834"
"8477415","Anton","Slepyshev","RUS","Penza","LW",1994-05-13,"/api/v1/people/8477415"
"8477934","Leon","Draisaitl","DEU","Cologne","C",1995-10-27,"/api/v1/people/8477934"
"8476988","Matt","Benning","CAN","Edmonton","D",1994-05-25,"/api/v1/people/8476988"
"8476454","Ryan","Nugent-Hopkins","CAN","Burnaby","C",1993-04-12,"/api/v1/people/8476454"
"8478414","Timo","Meier","CHE","Herisau","RW",1996-10-08,"/api/v1/people/8478414"
"8479465","Drake","Caggiula","CAN","Pickering","LW",1994-06-20,"/api/v1/people/8479465"
"8478099","Kevin","Labanc","USA","Brooklyn","RW",1995-12-12,"/api/v1/people/8478099"
"8476472","Oscar","Klefbom","SWE","Karlstad","D",1993-07-20,"/api/v1/people/8476472"
"8476915","Jujhar","Khaira","CAN","Surrey","LW",1994-08-13,"/api/v1/people/8476915"
"8476336","Iiro","Pakarinen","FIN","Loviisa","RW",1991-08-25,"/api/v1/people/8476336"
"8477498","Darnell","Nurse","CAN","Hamilton","D",1995-02-04,"/api/v1/people/8477498"
"8474586","Jordan","Eberle","CAN","Regina","C",1990-05-15,"/api/v1/people/8474586"
"8478402","Connor","McDavid","CAN","Richmond Hill","C",1997-01-13,"/api/v1/people/8478402"
"8479432","Nick","Ellis","USA","Millersville","G",1994-01-18,"/api/v1/people/8479432"
"8476316","Laurent","Brossoit","CAN","Port Alberni","G",1993-03-23,"/api/v1/people/8476316"
"8475165","Anton","Lander","SWE","Sundsvall","C",1991-04-24,"/api/v1/people/8475165"
"8476949","Joey","Laleggia","CAN","Burnaby","LW",1992-06-24,"/api/v1/people/8476949"
"8477851","Jordan","Oesterle","USA","Dearborn Heights","D",1992-06-25,"/api/v1/people/8477851"
"8475842","Sam","Carrick","CAN","Markham","C",1992-02-04,"/api/v1/people/8475842"
"8476866","Nicolas","Kerdiles","USA","Lewisville","LW",1994-01-11,"/api/v1/people/8476866"
"8479368","Max","Jones","USA","Rochester","LW",1998-02-17,"/api/v1/people/8479368"
"8479294","Kevin","Boyle","USA","Manalapan","G",1992-05-30,"/api/v1/people/8479294"
"8479351","Sam","Steel","CAN","Ardrossan","C",1998-02-03,"/api/v1/people/8479351"
"8476822","Luke","Glendening","USA","Grand Rapids","RW",1989-04-28,"/api/v1/people/8476822"
"8476430","Tomas","Jurco","SVK","Kosice","LW",1992-12-28,"/api/v1/people/8476430"
"8477946","Dylan","Larkin","USA","Waterford","C",1996-07-30,"/api/v1/people/8477946"
"8475800","Teemu","Pulkkinen","FIN","Vantaa","LW",1992-01-02,"/api/v1/people/8475800"
"8476960","Andreas","Athanasiou","CAN","London","LW",1994-08-06,"/api/v1/people/8476960"
"8475852","Petr","Mrazek","CZE","Ostrava","G",1992-02-14,"/api/v1/people/8475852"
"8477589","Ronalds","Kenins","LVA","Riga","LW",1991-02-28,"/api/v1/people/8477589"
"8477500","Bo","Horvat","CAN","London","C",1995-04-05,"/api/v1/people/8477500"
"8476452","Tyler","Wotherspoon","CAN","Burnaby","D",1993-03-12,"/api/v1/people/8476452"
"8474038","Paul","Byron","CAN","Ottawa","LW",1989-04-27,"/api/v1/people/8474038"
"8475213","Drew","Shore","USA","Denver","C",1991-01-29,"/api/v1/people/8475213"
"8476440","Markus","Granlund","FIN","Oulu","C",1993-04-16,"/api/v1/people/8476440"
"8477591","Josh","Jooris","CAN","Burlington","RW",1990-07-14,"/api/v1/people/8477591"
"8471403","Karri","Ramo","FIN","Asikkala","G",1986-07-01,"/api/v1/people/8471403"
"8475299","Joni","Ortio","FIN","Turku","G",1991-04-16,"/api/v1/people/8475299"
"8476466","Sven","Baertschi","CHE","Bern","LW",1992-10-05,"/api/v1/people/8476466"
"8476967","Brett","Kulak","CAN","Edmonton","D",1994-01-06,"/api/v1/people/8476967"
"8475833","Bill","Arnold","USA","Boston","C",1992-05-13,"/api/v1/people/8475833"
"8476890","Patrick","Sieloff","USA","Ann Arbor","D",1994-05-15,"/api/v1/people/8476890"
"8474837","Mark","Cundari","CAN","Toronto","D",1990-04-23,"/api/v1/people/8474837"
"8475844","Kenny","Agostino","USA","Morristown","LW",1992-04-30,"/api/v1/people/8475844"
"8476505","Turner","Elson","CAN","New Westminster","C",1992-09-13,"/api/v1/people/8476505"
"8477913","David","Wolf","DEU","Dusseldorf","LW",1989-09-15,"/api/v1/people/8477913"
"8475733","Max","Reinhart","CAN","West Vancouver","C",1992-02-04,"/api/v1/people/8475733"
"8476950","Ryan","Culkin","CAN","Montreal","D",1993-12-15,"/api/v1/people/8476950"
"8477486","Emile","Poirier","CAN","Montreal","LW",1994-12-14,"/api/v1/people/8477486"
"8477424","Juuse","Saros","FIN","Forssa","G",1995-04-19,"/api/v1/people/8477424"
"8476970","Andrew","O'Brien","CAN","Hamilton","D",1992-11-21,"/api/v1/people/8476970"
"8477863","Ryan","Faragher","CAN","Thunder Bay","G",1990-07-03,"/api/v1/people/8477863"
"8477489","Keegan","Kanzig","CAN","Athabasca","D",1995-02-26,"/api/v1/people/8477489"
"8475361","Jonas","Gustavsson","SWE","Danderyd","G",1984-10-24,"/api/v1/people/8475361"
"8475157","Landon","Ferraro","CAN","Trail","C",1991-08-08,"/api/v1/people/8475157"
"8475876","Zane","McIntyre","USA","Grand Forks","G",1992-08-20,"/api/v1/people/8475876"
"8479325","Charlie","McAvoy","USA","Long Beach","D",1997-12-21,"/api/v1/people/8479325"
"8476374","Sean","Kuraly","USA","Dublin","C",1993-01-20,"/api/v1/people/8476374"
"8478559","Matthew","O'Connor","CAN","Sault Ste. Marie","G",1992-02-14,"/api/v1/people/8478559"
"8477433","Ben","Harpur","CAN","Hamilton","D",1995-01-12,"/api/v1/people/8477433"
"8478400","Colin","White","USA","Boston","C",1997-01-30,"/api/v1/people/8478400"
"8478366","Frank","Vatrano","USA","East Longmeadow","C",1994-03-14,"/api/v1/people/8478366"
"8478443","Brandon","Carlo","USA","Colorado Springs","D",1996-11-26,"/api/v1/people/8478443"
"8478569","Noel","Acciari","USA","Johnston","C",1991-12-01,"/api/v1/people/8478569"
"8477956","David","Pastrnak","CZE","Havirov","RW",1996-05-25,"/api/v1/people/8477956"
"8476476","Joe","Morrow","CAN","Edmonton","D",1992-12-09,"/api/v1/people/8476476"
"8476279","Jyrki","Jokipakka","FIN","Tampere","D",1991-08-20,"/api/v1/people/8476279"
"8474018","Christopher","DiDomenico","CAN","Toronto","LW",1989-02-20,"/api/v1/people/8474018"
"8478417","Jakob","Forsbacka Karlsson","SWE","Stockholm","C",1996-10-31,"/api/v1/people/8478417"
"8477213","Tim","Schaller","USA","Merrimack","C",1990-11-16,"/api/v1/people/8477213"
"8476288","Ryan","Dzingel","USA","Wheaton","LW",1992-03-09,"/api/v1/people/8476288"
"8474062","Riley","Nash","CAN","Consort","C",1989-05-09,"/api/v1/people/8474062"
"8476876","Malcolm","Subban","CAN","Toronto","G",1993-12-21,"/api/v1/people/8476876"
"8475321","Phil","Varone","CAN","Vaughan","C",1990-12-04,"/api/v1/people/8475321"
"8476891","Matt","Grzelcyk","USA","Charlestown","D",1994-01-05,"/api/v1/people/8476891"
"8477426","Nick","Paul","CAN","Mississauga","LW",1995-03-20,"/api/v1/people/8477426"
"8474019","Tommy","Cross","USA","Hartford","D",1989-09-12,"/api/v1/people/8474019"
"8477971","Andreas","Englund","SWE","Stockholm","D",1996-01-21,"/api/v1/people/8477971"
"8476323","Max","McCormick","USA","De Pere","LW",1992-05-01,"/api/v1/people/8476323"
"8478435","Dan","Vladar","CZE","Prague","G",1997-08-20,"/api/v1/people/8478435"
"8474152","Scott","Darling","USA","Newport News","G",1988-12-22,"/api/v1/people/8474152"
"8475192","Taylor","Beck","CAN","St. Catharines","LW",1991-05-13,"/api/v1/people/8475192"
"8477920","Johan","Alm","SWE","Skellefteå","D",1992-01-28,"/api/v1/people/8477920"
"8473921","Joe","Piskula","USA","Antigo","D",1984-07-05,"/api/v1/people/8473921"
"8475917","Jason","Akeson","CAN","Ottawa","RW",1990-06-03,"/api/v1/people/8475917"
"8470816","Jay","Rosehill","CAN","Olds","LW",1985-07-16,"/api/v1/people/8470816"
"8475723","Petr","Straka","CZE","Plzen","RW",1992-06-15,"/api/v1/people/8475723"
"8477190","Brandon","Alderson","CAN","Oakville","RW",1992-01-22,"/api/v1/people/8477190"
"8471186","Yann","Danis","CAN","Lafontaine","G",1981-06-21,"/api/v1/people/8471186"
"8476763","Calvin","Heeter","USA","St. Louis","G",1988-11-02,"/api/v1/people/8476763"
"8479482","Michal","Kempny","CZE","Hodonin","D",1990-09-08,"/api/v1/people/8479482"
"8477951","Nick","Schmaltz","USA","Madison","C",1996-02-23,"/api/v1/people/8477951"
"8478528","Tanner","Kero","USA","Hancock","C",1992-07-24,"/api/v1/people/8478528"
"8476994","Vinnie","Hinostroza","USA","Chicago","LW",1994-04-03,"/api/v1/people/8476994"
"8477401","John","Hayden","USA","Chicago","RW",1995-02-14,"/api/v1/people/8477401"
"8478055","Gustav","Forsling","SWE","Linkoping","D",1996-06-12,"/api/v1/people/8478055"
"8477929","Dennis","Rasmussen","SWE","Vasteras","C",1990-07-03,"/api/v1/people/8477929"
"8471301","Jeff","Glass","CAN","Calgary","G",1985-11-19,"/api/v1/people/8471301"
"8478393","Kyle","Baun","CAN","Toronto","RW",1992-05-04,"/api/v1/people/8478393"
"8477353","Tyler","Motte","USA","St. Clair","C",1995-03-10,"/api/v1/people/8477353"
"8477476","Artturi","Lehkonen","FIN","Piikkio","LW",1995-07-04,"/api/v1/people/8477476"
"8478561","Andreas","Martinsen","NOR","Bærum","LW",1990-06-13,"/api/v1/people/8478561"
"8477402","Pavel","Buchnevich","RUS","Cherepovets","RW",1995-04-17,"/api/v1/people/8477402"
"8477446","Michael","McCarron","USA","Grosse Pointe","RW",1995-03-07,"/api/v1/people/8477446"
"8476918","Jimmy","Vesey","USA","Boston","LW",1993-05-26,"/api/v1/people/8476918"
"8475869","Brandon","Davidson","CAN","Taber","D",1991-08-21,"/api/v1/people/8475869"
"8469492","Fedor","Tyutin","RUS","Izhevsk","D",1983-07-19,"/api/v1/people/8469492"
"8474130","Corey","Tropp","USA","Grosse Pointe Woods","RW",1989-07-25,"/api/v1/people/8474130"
"8471348","Nikita","Nikitin","RUS","Omsk","D",1986-06-16,"/api/v1/people/8471348"
"8474774","Dalton","Prout","CAN","Kingsville","D",1990-03-13,"/api/v1/people/8474774"
"8471371","Mike","Brown","USA","Chicago","RW",1985-06-24,"/api/v1/people/8471371"
"8477227","Eriah","Hayes","USA","La Crescent","RW",1988-07-07,"/api/v1/people/8477227"
"8477234","Troy","Grosenick","USA","Brookfield","G",1989-08-27,"/api/v1/people/8477234"
"8470626","Loui","Eriksson","SWE","Gothenburg","LW",1985-07-17,"/api/v1/people/8470626"
"8476443","Xavier","Ouellet","FRA","Bayonne","D",1993-07-29,"/api/v1/people/8476443"
"8476896","Jake","Paterson","CAN","Mississauga","G",1994-05-03,"/api/v1/people/8476896"
"8474048","Keith","Aulie","CAN","Rouleau","D",1989-06-11,"/api/v1/people/8474048"
"8476412","Jordan","Binnington","CAN","Richmond Hill","G",1993-07-11,"/api/v1/people/8476412"
"8475671","Matt","Fraser","CAN","Red Deer","RW",1990-05-20,"/api/v1/people/8475671"
"8476922","Boo","Nieves","USA","Syracuse","C",1994-01-23,"/api/v1/people/8476922"
"8475789","Jack","Campbell","USA","Port Huron","G",1992-01-09,"/api/v1/people/8475789"
"8475310","Curtis","McKenzie","CAN","Golden","LW",1991-02-22,"/api/v1/people/8475310"
"8477945","Julius","Honka","FIN","Jyväskylä","D",1995-12-03,"/api/v1/people/8477945"
"8475896","Brendan","Ranford","CAN","Edmonton","LW",1992-05-03,"/api/v1/people/8475896"
"8475413","Justin","Dowling","CAN","Calgary","C",1990-10-01,"/api/v1/people/8475413"
"8477450","Jason","Dickinson","CAN","Georgetown","C",1995-07-04,"/api/v1/people/8477450"
"8477931","Tomas","Nosek","CZE","Pardubice","LW",1992-09-01,"/api/v1/people/8477931"
"8477983","Maxim","Letunov","RUS","Moscow","C",1996-02-20,"/api/v1/people/8477983"
"8475169","Evander","Kane","CAN","Vancouver","LW",1991-08-02,"/api/v1/people/8475169"
"8480263","Dylan","Ferguson","CAN","Lantzville","G",1998-09-20,"/api/v1/people/8480263"
"8477478","William","Carrier","CAN","LaSalle","LW",1994-12-20,"/api/v1/people/8477478"
"8477046","Joakim","Ryan","USA","Rumson","D",1993-06-17,"/api/v1/people/8477046"
"8479580","Dylan","Gambrell","USA","Bonney Lake","C",1996-08-26,"/api/v1/people/8479580"
"8475750","Jon","Merrill","USA","Oklahoma City","D",1992-02-03,"/api/v1/people/8475750"
"8480373","Josef","Korenar",NA,"Pelhrimov","G",1998-01-31,"/api/v1/people/8480373"
"8475841","Tim","Heed","SWE","Gothenburg","D",1991-01-27,"/api/v1/people/8475841"
"8477312","Antoine","Bibeau","CAN","Victoriaville","G",1994-05-01,"/api/v1/people/8477312"
"8476509","Maxime","Lagace","CAN","Saint-Augustin","G",1993-01-12,"/api/v1/people/8476509"
"8478434","Keegan","Kolesar","CAN","Brandon","RW",1997-04-08,"/api/v1/people/8478434"
"8476987","Jake","Bischoff","USA","Cambridge","D",1994-07-25,"/api/v1/people/8476987"
"8479980","Nicolas","Hague","CAN","Kitchener","D",1998-12-05,"/api/v1/people/8479980"
"8476870","Stefan","Matteau","USA","Chicago","C",1994-02-23,"/api/v1/people/8476870"
"8480018","Nick","Suzuki","CAN","London","C",1999-08-10,"/api/v1/people/8480018"
"8479996","Cody","Glass","CAN","Winnipeg","C",1999-04-01,"/api/v1/people/8479996"
"8476407","Andy","Welinski","USA","Duluth","D",1993-04-27,"/api/v1/people/8476407"
"8478873","Troy","Terry","USA","Denver","RW",1997-09-10,"/api/v1/people/8478873"
"8477969","Marcus","Pettersson","SWE","Skellefteå","D",1996-05-08,"/api/v1/people/8477969"
"8478491","Jacob","Larsson","SWE","Ljungby","D",1997-04-29,"/api/v1/people/8478491"
"8476329","Travis","Boyd","USA","Hopkins","C",1993-09-14,"/api/v1/people/8476329"
"8478477","Mitchell","Stephens","CAN","Peterborough","C",1997-02-05,"/api/v1/people/8478477"
"8480186","Alexander","Volkov","RUS","Moscow","RW",1997-08-02,"/api/v1/people/8480186"
"8480143","Jakub","Jerabek","CZE","Pilsen","D",1991-05-12,"/api/v1/people/8480143"
"8478472","Mathieu","Joseph","CAN","Laval","RW",1997-02-09,"/api/v1/people/8478472"
"8478519","Anthony","Cirelli","CAN","Etobicoke","C",1997-07-15,"/api/v1/people/8478519"
"8477944","Jakub","Vrana","CZE","Prague","LW",1996-02-28,"/api/v1/people/8477944"
"8478049","Ben","Thomas","CAN","Calgary","D",1996-05-28,"/api/v1/people/8478049"
"8477831","Pheonix","Copley","USA","North Pole","G",1992-01-18,"/api/v1/people/8477831"
"8477314","Brian","Pinho","USA","Beverly","C",1995-05-11,"/api/v1/people/8477314"
"8479410","Mikhail","Sergachev","RUS","Nizhnekamsk","D",1998-06-25,"/api/v1/people/8479410"
"8477474","Madison","Bowey","CAN","Winnipeg","D",1995-04-22,"/api/v1/people/8477474"
"8477043","Christian","Djoos","SWE","Gothenburg","D",1994-08-06,"/api/v1/people/8477043"
"8478971","Connor","Ingram","CAN","Saskatoon","G",1997-03-31,"/api/v1/people/8478971"
"8477409","Carter","Verhaeghe","CAN","Toronto","C",1995-08-14,"/api/v1/people/8477409"
"8478416","Erik","Cernak","SVK","Kosice","D",1997-05-28,"/api/v1/people/8478416"
"8477966","Dominik","Masin","CZE","Mastec Kralove","D",1996-02-01,"/api/v1/people/8477966"
"8477573","Nathan","Walker","AUS","Cardiff","LW",1994-02-07,"/api/v1/people/8477573"
"8478063","Shane","Gersich","USA","Chaska","LW",1996-07-10,"/api/v1/people/8478063"
"8479400","Pierre-Luc","Dubois","CAN","Ste-Agathe-Des-Monts","C",1998-06-24,"/api/v1/people/8479400"
"8477978","Ryan","Collins","USA","Bloomington","D",1996-05-06,"/api/v1/people/8477978"
"8480162","Matiss","Kivlenieks","USA","Riga","G",1996-08-26,"/api/v1/people/8480162"
"8477387","Emil","Pettersson","SWE","Sundsvall","C",1994-01-14,"/api/v1/people/8477387"
"8478398","Kyle","Connor","USA","Shelby Twp.","LW",1996-12-09,"/api/v1/people/8478398"
"8477504","Josh","Morrissey","CAN","Calgary","D",1995-03-28,"/api/v1/people/8477504"
"8479329","Frederic","Allard","CAN","St. Sauveur","D",1997-12-27,"/api/v1/people/8479329"
"8479293","Brandon","Tanev","CAN","Toronto","LW",1991-12-31,"/api/v1/people/8479293"
"8477715","Tyler","Gaudet","CAN","Hamilton","C",1993-04-04,"/api/v1/people/8477715"
"8476469","Joel","Armia","FIN","Pori","RW",1993-05-31,"/api/v1/people/8476469"
"8477359","Tucker","Poolman","USA","Dubuque","D",1993-06-08,"/api/v1/people/8477359"
"8479339","Patrik","Laine","FIN","Tampere","RW",1998-04-19,"/api/v1/people/8479339"
"8478458","Jack","Roslovic","USA","Columbus","C",1997-01-29,"/api/v1/people/8478458"
"8480009","Eeli","Tolvanen","FIN","Vihti","RW",1999-04-22,"/api/v1/people/8480009"
"8477448","Marko","Dano","SVK","Eisenstadt","C",1994-11-30,"/api/v1/people/8477448"
"8477380","Jonny","Brodzinski","USA","Ham Lake","C",1993-06-19,"/api/v1/people/8477380"
"8480147","Oscar","Fantenberg","SWE","Ljunby","D",1991-10-07,"/api/v1/people/8480147"
"8476983","Paul","LaDue","USA","Grand Forks","D",1992-09-06,"/api/v1/people/8476983"
"8480113","Alex","Iafallo","USA","Eden","C",1993-12-21,"/api/v1/people/8480113"
"8477960","Adrian","Kempe","SWE","Kramfors","LW",1996-09-13,"/api/v1/people/8477960"
"8476356","Tobias","Rieder","DEU","Landshut","RW",1993-01-10,"/api/v1/people/8476356"
"8478020","Michael","Amadio","CAN","Sault Ste. Marie","C",1996-05-13,"/api/v1/people/8478020"
"8477987","Ryan","Donato","USA","Boston","C",1996-04-09,"/api/v1/people/8477987"
"8478046","Danton","Heinen","CAN","Langley","C",1995-07-05,"/api/v1/people/8478046"
"8478498","Jake","DeBrusk","CAN","Edmonton","LW",1996-10-17,"/api/v1/people/8478498"
"8478512","Austin","Czarnik","USA","Detroit","C",1992-12-12,"/api/v1/people/8478512"
"8475648","Chris","Breen","CAN","Uxbridge","D",1989-06-29,"/api/v1/people/8475648"
"8478485","Zach","Senyshyn","CAN","Ottawa","RW",1997-03-30,"/api/v1/people/8478485"
"8477320","Anton","Blidh","SWE","Molnlycke","LW",1995-03-14,"/api/v1/people/8477320"
"8477529","Colby","Cave","CAN","Battleford","C",1994-12-26,"/api/v1/people/8477529"
"8478415","Jakub","Zboril","CZE","Brno","D",1997-02-21,"/api/v1/people/8478415"
"8477948","Travis","Sanheim","CAN","Elkhorn","D",1996-03-29,"/api/v1/people/8477948"
"8478439","Travis","Konecny","CAN","London","C",1997-03-11,"/api/v1/people/8478439"
"8479974","Nolan","Patrick","CAN","Winnipeg","C",1998-09-19,"/api/v1/people/8479974"
"8479944","Zach","Aston-Reese","USA","Staten Island","C",1994-08-10,"/api/v1/people/8479944"
"8478500","Ivan","Provorov","RUS","Yaroslavl","D",1997-01-13,"/api/v1/people/8478500"
"8478067","Oskar","Lindblom","SWE","Gävle","LW",1996-08-15,"/api/v1/people/8478067"
"8476923","Damon","Severson","CAN","Melville","D",1994-08-07,"/api/v1/people/8476923"
"8477463","Steven","Santini","USA","Bronxville","D",1995-03-07,"/api/v1/people/8477463"
"8479407","Jesper","Bratt","SWE","Stockholm","LW",1998-07-30,"/api/v1/people/8479407"
"8477425","Miles","Wood","USA","Buffalo","LW",1995-09-13,"/api/v1/people/8477425"
"8478401","Pavel","Zacha","CZE","Brno","C",1997-04-06,"/api/v1/people/8478401"
"8477355","Will","Butcher","USA","Sun Prairie","D",1995-01-06,"/api/v1/people/8477355"
"8476399","Blake","Coleman","USA","Plano","C",1991-11-28,"/api/v1/people/8476399"
"8480002","Nico","Hischier","CHE","Brig","C",1999-01-04,"/api/v1/people/8480002"
"8475791","Taylor","Hall","CAN","Calgary","LW",1991-11-14,"/api/v1/people/8475791"
"8476370","Blake","Pietila","USA","Milford","LW",1993-02-20,"/api/v1/people/8476370"
"8480081","Michael","Kapla","USA","Eau Claire","D",1994-09-19,"/api/v1/people/8480081"
"8479415","Michael","McLeod","CAN","Mississauga","C",1998-02-03,"/api/v1/people/8479415"
"8479250","Nick","Lappin","USA","Geneva","RW",1992-11-01,"/api/v1/people/8479250"
"8479291","Kevin","Rooney","USA","Canton","C",1993-05-21,"/api/v1/people/8479291"
"8479315","Joey","Anderson","USA","Roseville","RW",1998-06-19,"/api/v1/people/8479315"
"8480073","Erik","Brannstrom","SWE","Eksjo","D",1999-09-02,"/api/v1/people/8480073"
"8477464","Nic","Petan","CAN","Delta","LW",1995-03-22,"/api/v1/people/8477464"
"8478031","Nelson","Nogier","CAN","Saskatoon","D",1996-05-27,"/api/v1/people/8478031"
"8478915","Sami","Niku","FIN","Haapavesi","D",1996-10-10,"/api/v1/people/8478915"
"8477076","JC","Lipon","CAN","Regina","RW",1993-07-10,"/api/v1/people/8477076"
"8479378","Logan","Stanley","CAN","Waterloo","D",1998-05-26,"/api/v1/people/8479378"
"8478487","Michael","Spacek","CZE","Marianske Lazne","RW",1997-04-09,"/api/v1/people/8478487"
"8475815","Julian","Melchiori","CAN","Richmond Hill","D",1991-12-06,"/api/v1/people/8475815"
"8477962","Brendan","Lemieux","USA","Denver","LW",1996-03-15,"/api/v1/people/8477962"
"8477440","Jan","Kostalek","CZE","Prague","D",1995-02-17,"/api/v1/people/8477440"
